(0.897069, True)
(0.895259, True)
(0.879929, True)
(0.874803, True)
(0.8736349999999999, True)
(0.8706160000000001, True)
(0.8687590000000001, True)
(0.868721, True)
(0.865614, True)
(0.865379, True)
(0.864599, True)
(0.864401, True)
(0.861322, False)
(0.860419, True)
(0.859011, True)
(0.858618, True)
(0.858294, True)
(0.858243, True)
(0.854854, True)
(0.854769, True)
(0.854554, True)
(0.854325, True)
(0.854051, True)
(0.854002, True)
(0.853782, True)
(0.853653, True)
(0.852312, True)
(0.852048, True)
(0.851247, True)
(0.85111, True)
(0.850501, True)
(0.850395, True)
(0.849487, True)
(0.849414, True)
(0.8489869999999999, True)
(0.847318, False)
(0.8465199999999999, True)
(0.845793, True)
(0.843661, True)
(0.842916, True)
(0.842184, True)
(0.841956, True)
(0.841723, True)
(0.841691, True)
(0.841513, True)
(0.841434, True)
(0.841225, True)
(0.8404320000000001, True)
(0.840398, True)
(0.839675, True)
(0.83965, True)
(0.839478, True)
(0.838294, True)
(0.838263, True)
(0.838118, True)
(0.837009, True)
(0.836962, True)
(0.8367979999999999, True)
(0.83679, True)
(0.836733, True)
(0.836691, True)
(0.83658, True)
(0.836578, True)
(0.836404, True)
(0.836376, True)
(0.836268, True)
(0.8360920000000001, True)
(0.836016, False)
(0.835973, True)
(0.835969, True)
(0.835475, True)
(0.835337, True)
(0.835211, True)
(0.83518, True)
(0.83506, True)
(0.8349409999999999, True)
(0.834767, True)
(0.834232, False)
(0.8341000000000001, True)
(0.833928, False)
(0.833617, True)
(0.833286, True)
(0.833155, True)
(0.832947, True)
(0.8329, True)
(0.832359, True)
(0.832253, True)
(0.831771, False)
(0.83177, True)
(0.831642, True)
(0.831556, True)
(0.831415, True)
(0.8311, True)
(0.830785, True)
(0.830265, True)
(0.8301350000000001, False)
(0.82994, False)
(0.829889, True)
(0.829816, True)
(0.829501, True)
(0.8294900000000001, True)
(0.829438, True)
(0.8294239999999999, True)
(0.828964, True)
(0.828763, True)
(0.828657, True)
(0.827809, True)
(0.827644, True)
(0.827479, True)
(0.827179, True)
(0.827162, True)
(0.827117, True)
(0.827073, True)
(0.8270649999999999, True)
(0.826809, True)
(0.826766, True)
(0.826737, True)
(0.826657, True)
(0.826624, True)
(0.8265089999999999, True)
(0.826491, True)
(0.826394, False)
(0.825978, True)
(0.825892, True)
(0.825731, True)
(0.825419, True)
(0.8252269999999999, True)
(0.825189, True)
(0.825114, True)
(0.8250919999999999, True)
(0.824925, True)
(0.8248800000000001, True)
(0.824867, False)
(0.824859, True)
(0.824586, True)
(0.82452, True)
(0.82445, True)
(0.824319, True)
(0.824062, True)
(0.823858, True)
(0.823718, False)
(0.823658, True)
(0.8234440000000001, True)
(0.823413, True)
(0.8231729999999999, True)
(0.8231539999999999, True)
(0.8228880000000001, True)
(0.822717, True)
(0.822677, True)
(0.822474, True)
(0.822046, True)
(0.821887, False)
(0.821717, True)
(0.821713, True)
(0.821634, False)
(0.820615, True)
(0.820553, True)
(0.820465, True)
(0.820289, True)
(0.82018, True)
(0.820164, True)
(0.820114, True)
(0.820026, True)
(0.819918, True)
(0.819873, True)
(0.819805, True)
(0.819712, True)
(0.819669, True)
(0.819463, False)
(0.819234, False)
(0.818971, True)
(0.818445, True)
(0.818107, True)
(0.817727, True)
(0.81765, True)
(0.817327, True)
(0.81724, True)
(0.817196, True)
(0.816953, True)
(0.816802, True)
(0.816729, True)
(0.816639, False)
(0.816411, True)
(0.816159, True)
(0.8155870000000001, True)
(0.815544, True)
(0.815461, True)
(0.814927, True)
(0.814608, True)
(0.814434, True)
(0.814144, False)
(0.813947, True)
(0.813924, False)
(0.813896, True)
(0.8138799999999999, True)
(0.813854, True)
(0.813613, True)
(0.81351, True)
(0.813418, True)
(0.8134170000000001, True)
(0.813071, True)
(0.812907, True)
(0.8129029999999999, True)
(0.8128960000000001, True)
(0.8127610000000001, True)
(0.812611, True)
(0.812607, False)
(0.812269, False)
(0.812221, True)
(0.812175, True)
(0.812167, True)
(0.812092, True)
(0.812084, True)
(0.812063, True)
(0.811957, True)
(0.811923, False)
(0.811851, True)
(0.811796, True)
(0.811793, True)
(0.811618, False)
(0.8115600000000001, True)
(0.81147, True)
(0.81137, True)
(0.811211, True)
(0.811114, True)
(0.811026, True)
(0.810861, True)
(0.8107409999999999, True)
(0.810685, True)
(0.810516, True)
(0.810346, True)
(0.809877, True)
(0.8098460000000001, True)
(0.809739, True)
(0.809682, False)
(0.809671, True)
(0.809603, False)
(0.809428, False)
(0.809124, False)
(0.809107, False)
(0.808881, True)
(0.808866, True)
(0.808804, False)
(0.808728, True)
(0.808352, True)
(0.808173, True)
(0.808128, True)
(0.808109, True)
(0.808042, False)
(0.8077529999999999, True)
(0.807604, True)
(0.807312, True)
(0.807051, False)
(0.806979, True)
(0.806922, False)
(0.806669, True)
(0.8066450000000001, True)
(0.806625, True)
(0.806522, True)
(0.806278, False)
(0.80616, True)
(0.806066, False)
