15_30
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.451400	0.419000	0.437800	0.474000	0.446000	0.466000	0.427000	0.395000	0.392000	
0.486200	0.451200	0.472800	0.508000	0.473000	0.506000	0.472000	0.439000	0.461000	
0.516800	0.487600	0.499200	0.530000	0.500000	0.516000	0.498000	0.475000	0.484000	
0.509000	0.474600	0.491800	0.517000	0.484000	0.506000	0.501000	0.469000	0.484000	
0.519200	0.485600	0.504800	0.525000	0.495000	0.522000	0.515000	0.473000	0.486000	
0.518800	0.482200	0.502800	0.523000	0.490000	0.511000	0.512000	0.467000	0.484000	
0.523000	0.493200	0.514800	0.535000	0.502000	0.534000	0.515000	0.479000	0.501000	
0.521200	0.490000	0.506200	0.532000	0.500000	0.511000	0.513000	0.478000	0.499000	
0.524200	0.492000	0.506200	0.533000	0.499000	0.514000	0.519000	0.484000	0.496000	
40_55
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.561600	0.533600	0.612600	0.574000	0.549000	0.632000	0.541000	0.508000	0.583000	
0.586200	0.550600	0.638400	0.611000	0.574000	0.658000	0.572000	0.525000	0.598000	
0.620200	0.590000	0.681800	0.630000	0.603000	0.698000	0.611000	0.581000	0.655000	
0.619800	0.583000	0.680600	0.632000	0.593000	0.690000	0.609000	0.576000	0.662000	
0.624600	0.587600	0.685200	0.638000	0.602000	0.698000	0.608000	0.580000	0.663000	
0.631000	0.593200	0.688200	0.648000	0.606000	0.718000	0.623000	0.584000	0.678000	
0.635000	0.595800	0.700200	0.641000	0.602000	0.710000	0.625000	0.591000	0.690000	
0.630600	0.592800	0.697200	0.637000	0.603000	0.718000	0.624000	0.585000	0.675000	
0.635600	0.593000	0.699600	0.640000	0.597000	0.705000	0.627000	0.590000	0.690000	
65_80
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.671200	0.616000	0.657600	0.699000	0.652000	0.677000	0.649000	0.592000	0.640000	
0.688200	0.637800	0.661400	0.705000	0.662000	0.677000	0.664000	0.606000	0.655000	
0.721400	0.661200	0.702800	0.730000	0.674000	0.720000	0.711000	0.645000	0.685000	
0.722800	0.668800	0.703400	0.740000	0.677000	0.715000	0.703000	0.646000	0.695000	
0.737200	0.674400	0.714800	0.749000	0.687000	0.722000	0.723000	0.654000	0.705000	
0.738800	0.681400	0.711200	0.744000	0.693000	0.730000	0.733000	0.670000	0.700000	
0.733600	0.679800	0.706800	0.742000	0.689000	0.717000	0.726000	0.670000	0.700000	
0.733600	0.668200	0.706800	0.738000	0.673000	0.717000	0.725000	0.664000	0.700000	
0.737600	0.682400	0.716200	0.742000	0.694000	0.727000	0.727000	0.675000	0.707000	
