15_30
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.464200	0.428200	0.455200	0.483000	0.443000	0.476000	0.452000	0.418000	0.428000	
0.498400	0.460200	0.475400	0.513000	0.483000	0.501000	0.477000	0.438000	0.446000	
0.518200	0.482600	0.495800	0.537000	0.501000	0.524000	0.504000	0.455000	0.486000	
0.511200	0.474400	0.496200	0.524000	0.490000	0.506000	0.502000	0.454000	0.481000	
0.509600	0.472200	0.495400	0.525000	0.485000	0.509000	0.497000	0.457000	0.476000	
0.513200	0.475000	0.500200	0.529000	0.493000	0.527000	0.486000	0.426000	0.476000	
0.517400	0.490200	0.505400	0.529000	0.501000	0.522000	0.498000	0.476000	0.481000	
0.513200	0.477200	0.498200	0.536000	0.514000	0.516000	0.493000	0.457000	0.476000	
0.520600	0.486600	0.499600	0.534000	0.500000	0.509000	0.506000	0.471000	0.491000	
40_55
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.578000	0.542000	0.632800	0.587000	0.564000	0.660000	0.560000	0.525000	0.613000	
0.597200	0.563000	0.644600	0.614000	0.576000	0.682000	0.581000	0.548000	0.623000	
0.619200	0.591200	0.674800	0.625000	0.602000	0.682000	0.616000	0.585000	0.665000	
0.628200	0.594400	0.684200	0.646000	0.615000	0.700000	0.618000	0.584000	0.668000	
0.624600	0.587800	0.681200	0.634000	0.602000	0.693000	0.616000	0.558000	0.657000	
0.634000	0.597600	0.693600	0.658000	0.615000	0.727000	0.615000	0.573000	0.668000	
0.619200	0.582200	0.665600	0.628000	0.595000	0.680000	0.607000	0.572000	0.648000	
0.631600	0.594800	0.681800	0.655000	0.615000	0.715000	0.622000	0.583000	0.662000	
0.632400	0.593200	0.685400	0.643000	0.601000	0.698000	0.623000	0.584000	0.673000	
65_80
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.684000	0.624600	0.667800	0.708000	0.653000	0.685000	0.666000	0.600000	0.645000	
0.705800	0.648000	0.682200	0.724000	0.663000	0.700000	0.663000	0.609000	0.645000	
0.729400	0.665600	0.709800	0.743000	0.691000	0.727000	0.718000	0.645000	0.700000	
0.734400	0.677000	0.707200	0.744000	0.690000	0.715000	0.723000	0.668000	0.697000	
0.746600	0.687600	0.714800	0.761000	0.699000	0.732000	0.734000	0.673000	0.690000	
0.743600	0.683400	0.713200	0.756000	0.693000	0.720000	0.737000	0.675000	0.705000	
0.729000	0.671200	0.700000	0.752000	0.688000	0.730000	0.714000	0.659000	0.685000	
0.728200	0.665000	0.701200	0.747000	0.677000	0.712000	0.715000	0.651000	0.690000	
0.741800	0.683800	0.720200	0.751000	0.690000	0.730000	0.734000	0.673000	0.707000	
